
|央视频道|,#genre#
吉林卫视,http://39.135.34.157:18890/000000001000/6042486520432105075/1.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=6042486520432105075&owchid=ystenlive&owsid=1106497909461400661&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE4zsyYJ9%2f94ZJUxUEiCPKz71GdIgOKPVNKAV5cZDiBiTfpeXwtOnUwYO06%2bu%2fL6TfF%2fffImHwCRpMFmrhzVqshX
广西卫视,http://39.135.34.158:18890/000000001000/1000000002000019837/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000019837&owchid=ystenlive&owsid=1106497909461204271&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhsj2zH%2fW8kf2eLOhwcRnwEP0%2bGJue26Xi8vK8GznvuoMqhqMjEnqzE06kO4aZ9KPy
河北卫视,http://39.135.34.146:18890/000000001000/1000000002000017118/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000017118&owchid=ystenlive&owsid=1106497909461347463&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhCqGL1zPomfLadkujcaGzSGdRg4tEgiolyrwzgikVtMZiTQsF6T0wJRw9axwi4LXY
西藏卫视,http://39.135.34.151:18890/000000001000/6603041244077933770/1.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=6603041244077933770&owchid=ystenlive&owsid=1106497909461425998&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE4rU4xzu091vKo8roYmr5h0BUDfpV78hsy2ysppzSDfUZCxoKss4LitbPhVYxcC0QN4CD2KiJutsirhMo3jfYAi
内蒙古卫视,http://39.135.34.138:18890/000000001000/1000000002000014080/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000014080&owchid=ystenlive&owsid=1106497909461412819&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhN3VZo%2fq60rUnbic%2fTx5hxEUA%2fCrpP4GEvV3vfXDDDKv4OC8OhxCTOd9DFYTiOuf7
青海卫视,http://39.135.34.147:18890/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000013359&owchid=ystenlive&owsid=1106497909461374163&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhJ4u8mZ9HohO4vJAcHWQKsu0WB2heV8z3%2bnCiQyrISnc%2fLQjwPdTUSlBahL%2bKNKpM
四川卫视,http://39.135.34.152:18890/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000016825&owchid=ystenlive&owsid=1106497909461321397&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhwC686TkK%2f3k22PorZBLr8k69BtHofhbIyPVBrp9KppkHStTOpUrH7YEsmM6BR8Uo
山西卫视,http://39.135.34.150:18890/000000001000/1000000002000021220/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000021220&owchid=ystenlive&owsid=1106497909461381684&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhBGE2Bozg3VsjEsUfSwW1u%2f9d7qakC2cNwU6d3XLtivLzsKwupm4i1w5mp8nPnKP8
新疆卫视,http://39.135.34.146:18890/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000029441&owchid=ystenlive&owsid=1106497909461419044&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjh5I4MdhcP3Mp5W80M2R4dfnt8vf6miKZMTn2f0J2ZVbDi2MMl6qImE0%2bmFOeDvrFW
云南卫视,http://39.135.34.157:18890/000000001000/1000000002000024694/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000024694&owchid=ystenlive&owsid=1106497909461387812&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjh5LeWQtTPRcwTT4zmEXlA%2fwzvDSa%2fxaofg6Rpl19xhoQ1lNgovjV%2baMdiH1BrPHH%2b
江西卫视,http://39.135.34.158:18890/000000001000/1000000001000013731/1.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000013731&owchid=ystenlive&owsid=1106497909461316198&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRQxb4dqC07SZV%2bYcygMME6A9OMzcDPgMD6e%2f%2fHx5xyjuJRcCBeGZaKds6mdw4roN8
福建东南卫视,http://39.135.34.154:18890/000000001000/1000000002000009263/1.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000009263&owchid=ystenlive&owsid=1106497909461310172&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhM1XYZKCRYYY%2ff447%2bzETLijqfFgMTSA9x9T2lf3pyhagZIF%2fdE1lc49i65lODYA%2f
贵州卫视,http://39.135.34.145:18890/000000001000/1000000002000003169/1.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000003169&owchid=ystenlive&owsid=1106497909461328035&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhEobBU2fUvDIVr2YUAB3sQC3mtTDqCyM2IHfZcfgwbCVw3In3iCPMx3CBGKKivBM4
甘肃卫视,http://39.135.34.158:18890/000000001000/1000000002000017827/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000017827&owchid=ystenlive&owsid=1106497909461366475&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhA4sBZEsqnSa3KvsIaVI9wPS8Gj6lJe1Zo41ze%2fWmzecpyT4Tmxoc1paT1vcrQhVS
|港台影视|,#genre#
好莱坞影台HD,http://192.200.120.82:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
好莱坞影台HD1,p2p://sdgdklwos.finetv.tv:9906/5a141b66000b4be65f90135822b40e43
好莱坞影台HD1,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
好莱坞影台HD2,rtmp://103.40.138.89:1935/live/ac4
HBO,vjms://58.215.133.185:8500:3502/live/cid=261
HBO At1,vjms://23.237.33.155:8500:3502/live/cid=261
HBO At2,p2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
HBO BALL,vjms://58.215.133.185:8500:3502/live/cid=436
HBO家庭,vjms://58.215.133.185:8500:3502/live/cid=181
HBO家庭,vjms://23.237.33.155:8500:3502/live/cid=181
HBO强档,vjms://58.215.133.185:8500:3502/live/cid=238
HBO强档,vjms://23.237.33.155:8500:3502/live/cid=238
华纳影剧,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
東森電影,http://192.200.120.82:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
龍祥時代電影,http://192.200.120.82:8080/ZZ_shidai/ZZ_shidai.m3u8
龍華洋片,http://341697390.r.fdccdn.net/live/tw_longhua_yp.m3u8
福斯動作電影,http://192.200.120.82:8080/ZZ_foxaction/ZZ_foxaction.m3u8
靖天電影,http://341697390.r.fdccdn.net/live/tw_jingtian_dy.m3u8
星衛電影,http://341697390.r.fdccdn.net/live/tw_weixing_dy.m3u8
衛視洋片,http://341697390.r.fdccdn.net/live/tw_weishi_xp.m3u8
緯來電影,http://341697390.r.fdccdn.net/live/tw_weilai_dy.m3u8
美亞電影,http://341697390.r.fdccdn.net/live/tw_meiya_dy.m3u8
东森戏剧,http://341697390.r.fdccdn.net/live/tw_dongsen_xj.m3u8
Boom卡通台,http://341697390.r.fdccdn.net/live/tw_boom_kt.m3u8
靖天卡通台,http://341697390.r.fdccdn.net/live/tw_jingtiankatong.m3u8
龙华动画,http://341697390.r.fdccdn.net/live/tw_longhua_dh.m3u8
东森幼幼,http://341697390.r.fdccdn.net/live/tw_dongsen_yy.m3u8
EBC东森洋片HD,http://192.154.103.75:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
EBC东森洋片HD1,tvbus://1jqrNZ8dt84AhKCLVypeBgfHwfpMSvsyFqvSX6u4FfSbP9JqCv
东森电影2,tvbus://12E14tpq7uV1zLRdMHFYh3FdyURG5XkWi53smDeAbJcfzxHpgYp
东森电影,p8p://0198.02686.cc:16871/5d1a69af0009735f11bdcb2402d2abda.ts
东森电影,p2p://51.79.41.138:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
翡翠台,http://pull.leshantangjt.com/live/b7993c881bd8cdtgdcba0b9e8/playlist.m3u8
动物星球,http://192.200.120.82:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
WarnerTV,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
凤凰电影台1,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
星影,rtp://239.3.1.94:4120
靖天电影台,p8p://0198.02686.cc:16871/5d1a69d4000d791711be5cb4cbc75c73.ts
龙华经典,p2p://fccsovh.pvbox.live:18912/5b14090b0001269c17d0ee93023202c3
龙华影剧,P2p://51.79.41.138:18912/5b1408f2000aaf8c17d08f5c001549e8.ts
美亚电影,P2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
美亚电影,p2p://51.79.41.138:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
星卫电影,P2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
星卫电影,p2p://51.79.41.138:18912/5c724a05000626a61d58aaff0c3f3175.ts
卫视电影台,p8p://0198.02686.cc:16871/5d1a69d0000743f711be4b7d2b320c30.ts
纬来电影台,P2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来电影台,p2p://170.178.164.250:6141/5b448afc0007f4650004373eda7b4dd8.ts
FOX电影,vjms://58.215.133.185:8500:3502/live/cid=94
FOX电影,vjms://23.237.33.155:8500:3502/live/cid=94
FOX动作电影,tvbus://12rkwBGpNvaenr1ERtQvtqPtr9yFZh8x9ayYwGxVFRDeY81EXjo
FOX动作电影,P2p://51.79.41.138:18912/5b7267ae000b9c6c35cc884079c70164.ts
FOX动作电影,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
采昌影剧,p2p://fccsovh.pvbox.live:18912/5b1409db0009049a17d41d161677386d
TVB星河,msc://CXHMovie
TVB星河1,p8p://0198.02686.cc:16871/5d1a69940005adb211bd60b57a4af31b.ts
TVB韩剧台,msc://CKDrama5
卫视电影 ,p2p://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts
華藝影剧台,p8p://0198.02686.cc:16871/5d1a69d700008c5a11be651dc2bd3d52.ts
三立戏剧台,p8p://0198.02686.cc:16871/5d1a69f90000ad2611bee9f55d87748f.ts
纬来电影,p2p://51.79.41.138:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来戏剧,vjms://58.215.133.185:8500:3502/live/cid=137
纬来戏剧,vjms://23.237.33.155:8500:3502/live/cid=137
纬来戏剧,P2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
EYETV戏剧台,p8p://0198.02686.cc:16871/5d1a69a2000ca28211bd992d29a29542.ts
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
凤凰电影台,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
东森电影HD,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
美亚电影台HD,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
星卫HD电影台,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
纬来电影台HD,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来戏剧HD,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
东森戏剧HD,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
WarnerTV,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
AXN,vjms://58.215.133.185:8500:3502/live/cid=2
AXN,vjms://23.237.33.155:8500:3502/live/cid=2
FX,p8p://0198.02686.cc:16871/5d1a69a50009208511bda3ff8356848f.ts
BLUEANT,p8p://0198.02686.cc:16871/5d1a69a60004767211bda6b5be685208.ts
CHC高清电影HD,rtmp://58.200.131.2:1935/livetv/chchd
CHC家庭电影,rtmp://58.200.131.2:1935/livetv/chctv
CHC动作电影,rtmp://58.200.131.2:1935/livetv/chcatv
峨眉电影HD,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
翡翠台,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
好莱坞1台,http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
香港viu,http://pull.leshantangjt.com/live/8c9d4aa35a6cc7a141bad/playlist.m3u8
中视,http://104.250.154.42:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8#http://192.200.120.82:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8
华视,http://104.250.154.42:8080/ZZ_huashi/ZZ_huashi.m3u8#http://192.200.120.82:8080/ZZ_huashi/ZZ_huashi.m3u8
KHS,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
日本CINEMA 洋片,http://192.240.127.34:1935/live/cs27.stream/media_1254.m3u8
新加坡8频道(普通话),https://d34e90s3s13i7n.cloudfront.net/hls/ch8ctv/master02.m3u8
澳门莲花,http://3663862899.cloudvdn.com/a.m3u8?domain=live-rtmp.lotustv.duolaibo.cn&player=q6sAAGzrigsPF-oV&secondToken=secondToken%3A3wMGBguTN12pZdXEnVBkfkV5nOg&streamid=lotustv%3Alotustv%2F5562e9e4d409d24c9600075c&v3=1
动物星球,http://192.200.120.82:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
WarnerTV,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
日本WOWOW MOVIES,http://192.240.127.34:1935/live/cs27.stream/playlist.m3u8?wowzasessionid=1300220279
MASTV,http://stream.mastvnet.com/MSTV/playlist.m3u8
HBO Asia,http://220.158.149.14:9999/live/TV00000000000000000166@HHZT;LIVE
HBO 2,http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8？fluxustv.m3u8
天映频道高清,https://liveanevia.mncnow.id/live/eds/CelestialMovie/sa_hls/CelestialMovie-avc1_1000000=7-CelestialMovie-mp4a_98800_eng=5.m3u8
天映经典,https://liveanevia.mncnow.id/live/eds/CelestialClassic/sa_hls/CelestialClassic-avc1_1000000=7-CelestialClassic-mp4a_98800_eng=5.m3u8
Animax Asia,https://liveanevia.mncnow.id/live/eds/Animax/sa_hls/Animax-avc1_2499968=11-Animax-mp4a_98800_eng=3.m3u8
tvN Asia,https://liveanevia.mncnow.id/live/eds/tvN/sa_hls/tvN-avc1_2499968=7-tvN-mp4a_98800_eng=5.m3u8
RCTI,https://liveanevia.mncnow.id/live/eds/RCTI/sa_hls/RCTI-avc1_2499968=10-RCTI-mp4a_98800_eng=5.m3u8
衛視電影,https://liveanevia.mncnow.id/live/eds/SCM/sa_hls/SCM-avc1_2499968=12-mp4a_98800_eng=3.m3u8
衛視卡式,https://liveanevia.mncnow.id/live/eds/SCMlegend/sa_hls/SCMlegend-avc1_1000000=6-SCMlegend-mp4a_98800_eng=5.m3u8
|港台新闻|,#genre#
凤凰中文,http://liveali.ifeng.com/live/FHZW.m3u8
凤凰资讯,http://liveali.ifeng.com/live/FHZX.m3u8
凤凰中文,http://liveali.ifeng.com/live/FHZW.flv
凤凰中文,http://liveali.ifeng.com/live/FHZW.m3u8
凤凰资讥,http://liveali.ifeng.com/live/FHZX.flv
凤凰资讥,http://liveali.ifeng.com/live/FHZX.flv
凤凰资讥,http://live.centerch.com/fhzx.m3u8
凤凰卫视資訊台,http://liveali.ifeng.com/live/FHZX.flv
凤凰中文,http://liveali.ifeng.com/live/FHZW.m3u8
凤凰资讯,http://liveali.ifeng.com/live/FHZX.m3u8
中天新闻(HD),http://341697390.r.fdccdn.net/live/tw_zhongtian_xw.m3u8
非凡新聞HD,http://341697390.r.fdccdn.net/live/tw_feifanxinwen.m3u8
三立新闻,http://60.199.188.65/HLS/WG_ETTV-N/02.m3u8
TVBS新闻,http://60.199.188.65/HLS/WG_TVBS-N/index.m3u8
臺新聞,https://usb.bozztv.com/ssh101/NEXTTVHD/NEXTTVHD/playlist.m3u8
年代新聞,http://341697390.r.fdccdn.net/live/tw_niandaixinwen.m3u8
非凡新聞,http://341697390.r.fdccdn.net/live/tw_feifanxinwen.m3u8
有线新闻,https://ottproxy2.mott.tv/livehls/MOB-SCC/03.m3u8
中国新华新闻,http://livecdn1.news.cn/cnccn/manifest.m3u8
三立新闻SET,http://60.199.188.65/HLS/WG_ETTV-N/index.m3u8
三立新闻,vjms://58.215.133.185:8500:3502/live/cid=352
无线新闻,http://www.liveviptv.xyz/tv/tvb.php?vid=wxxw
中天新闻(HD),http://192.200.120.82:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
中天亚洲,http://341697390.r.fdccdn.net/live/tw_zhongtian_yz.m3u8
东森新闻(HD),http://192.200.120.82:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
台-TVBS新闻,http://60.199.188.65/HLS/WG_TVBS-N/index.m3u8
非凡新闻,P2p://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
非凡新闻,vjms://58.215.133.185:8500:3502/live/cid=443
非凡新闻,p8p://0198.02686.cc:16871/5d1a69d500091c6b11be5f7e1276fa82.ts
东森新闻1,p8p://0198.02686.cc:16871/5d1a69c2000a678211be159b7e5802a8.ts
东森新闻2,P2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
中天新闻HD,vjms://58.215.133.185:8500:3502/live/cid=407
壹新闻,vjms://23.237.33.155:8500:3502/live/cid=445
壹新闻NEXT,p8p://0198.02686.cc:16871/5d1a69b6000b8d0a11bde706a99c146a.ts
寰宇新闻,p8p://0198.02686.cc:16871/5d1a69ba0007750411bdf59a5aa4b66d.ts
民视新闻,vjms://23.237.33.155:8500:3502/live/cid=454
民视新闻,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
有线新闻台,http://testalicdn2.cdn.utvhk.com/live/4cc64fb362004798b222978935590b2c/1980ba5c365e4f049f99aced1277303c-2.m3u8
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
CTI中天亚洲台,http://192.200.120.82:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
八大综合台,http://192.200.120.82:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
NHK华语频道,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
nhk华语,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
nhk英语新闻,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp/index_1M.m3u8
华语視界日本NHK Japan,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
日本全天新聞,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
HKC综合娱乐台(HD),https://ottproxy2.mott.tv/livehls:cmi/MOB-CN/03.m3u8?sessionID=9kCgBKoMkYbeBaMknmi5oQzz
CHTV台湾台,http://220.158.149.14:9999/live/TV00000000000000000002@HHZT;LIVE
奥视卫星,http://61.244.22.5/ch3/_definst_/ch3.live/chunklist_w897977236.m3u8
澳门互动新闻,http://202.175.127.77/live/show/ch2/index.m3u8
澳門衛視,http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门有线,http://202.175.127.77/live/show/ch1/index.m3u8
澳亚卫视,http://stream.mastvnet.com/MASTV/playlist.m3u8
澳亞衛視,http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳亞衛視,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=192&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
动物星球,http://192.200.120.82:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
新唐人中国台,https://live2.ntdimg.com/cnlive/playlist.m3u8
新唐人亚太,https://live.ntdimg.com/aplive200/playlist.m3u8
新唐人亚太臺,https://live.ntdimg.com/aplive200/playlist.m3u8
新唐人加东臺,https://live.ntdimg.com/mllive860/playlist.m3u8
新唐人加西臺,https://live.ntdimg.com/cwlive220/playlist.m3u8
新唐人旧金山臺,https://live.ntdimg.com/sflive990/playlist.m3u8
新唐人美东臺,https://live.ntdimg.com/live400/playlist.m3u8
新唐人美西臺,https://live.ntdimg.com/uwlive990/playlist.m3u8
|港台综合|,#genre#
民视,http://341697390.r.fdccdn.net/live/tw_minshi_hd.m3u8
台视,http://341697390.r.fdccdn.net/live/tw_taishi_hd.m3u8
公视,http://341697390.r.fdccdn.net/live/tw_gongshi_hd.m3u8
TVBS,http://341697390.r.fdccdn.net/live/tw_tvbs.m3u8
东森亚洲,http://341697390.r.fdccdn.net/live/tw_zhongtian_yz.m3u8
高点综合,http://341697390.r.fdccdn.net/live/tw_gaodian_zh.m3u8
東森財經,http://341697390.r.fdccdn.net/live/tw_dongsen_cj.m3u8
东森综合,http://341697390.r.fdccdn.net/live/tw_dongsen_zh.m3u8
中视经典,http://341697390.r.fdccdn.net/live/tw_zhongshi_jd.m3u8
非凡商業,http://341697390.r.fdccdn.net/live/tw_feifanshangye.m3u8
三立台湾,http://341697390.r.fdccdn.net/live/tw_sanlitaiwan.m3u8
三立综合,http://341697390.r.fdccdn.net/live/tw_sanlizonghe.m3u8
三立都会,http://341697390.r.fdccdn.net/live/tw_sanliduhui.m3u8
美食星球,http://341697390.r.fdccdn.net/live/tw_meishi_xq.m3u8
亚洲美食AFN,http://341697390.r.fdccdn.net/live/tw_yazhoumeishi.m3u8
无线财经资讯,http://prdsecurelive.ainemo.com/live/234cjcj.m3u8
有线财经资讯,https://icable.cdn.utvhk.com/live/5bcdb730f6be41868ac15afffbb67152/3d27db5ab65942eda36b25374669990d.m3u8
台视财经,https://usb.bozztv.com/ssh101/TTVHD/TTVHD/index.m3u8
新加坡8频道,https://d34e90s3s13i7n.cloudfront.net/hls/ch8ctv/master02.m3u8
acna, https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
MTV音乐,http://341697390.r.fdccdn.net/live/tw_mtv_hd.m3u8
MTV Live台湾,http://341697390.r.fdccdn.net/live/tw_mtv_yinyue.m3u8
|国外新闻|,#genre#
CNN1,p8p://0198.02686.cc:16871/5d1a6972000da8dd11bcddf043353558.ts
CNN2,vjms://23.237.33.155:8500:3502/live/cid=428
CNN3 Phillippines,http://54.251.134.121:1935/live/15273.sdp/playlist.m3u8
CNN菲律宾,rtmp://54.251.134.121/live/15273.sdp
Newsmax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_1080.m3u8
RTHK31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-p.m3u8
RTHK31,p8p://0198.02686.cc:16871/5d495caf000f16ce956b79188dfc18de.ts
RHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
CNBC,vjms://58.215.133.185:8500:3502/live/cid=98
CNBC,p8p://0198.02686.cc:16871/5d1a69720002ca3711bcdb2830f420fe.ts
CNBC,vjms://23.237.33.155:8500:3502/live/cid=98
BBC,vjms://58.215.133.185:8500:3502/live/cid=418
BBC,vjms://23.237.33.155:8500:3502/live/cid=418
FOXNews,vjms://58.215.133.185:8500:3502/live/cid=97
FOXNews,p8p://0198.02686.cc:16871/5d1a697f0002f4fc11bd0dfb9dd398c6.ts
美国之音VOA[960*540],https://voa-lh.akamaihd.net/i/voa_mpls_tvmc6@320298/index_0540_av-p.m3u8
Al Jazeera[1920*1080],http://english.streaming.aljazeera.net/aljazeera/english2/index4147.m3u8
CNA(ChannelNewsAsia)[1920*1080],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
DOCUMENTARY H2[1280*720],http://livecdnh1.tvanywhere.ae/hls/h2/05.m3u8
Dubai Racing[1920*1080],http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8
